Date Occur,Year Occurred,Time Occur,Type,Highway,Milepost,Latitude,Longitude,Age,Dispositio,Contributi,Drug Impai,Coll. Type,Fatalities,Injuries,No. of Veh,Driver Age,Contribu_1,Capitol,is_highway
11/12/2017,2017,0.833333333,No Contact,I10,151,33.4169216,-112.0164363,,No Contact,,,,,,,,,,Y
11/15/2017,2017,0.688194444,No Contact,US60,114,33.9348411,-112.6917358,,No Contact,,,,,,,,,,Y
11/15/2017,2017,0.918055556,No Contact,SR202,12,33.4453059,-111.857091,,No Contact,,,,,,,,,,Y
11/16/2017,2017,0.497222222,Contact,I8,2,32.7017328,-114.6093969,71,Citation,Elderly,,,,,,71,,,Y
11/19/2017,2017,7.78E-02,No Contact,SR101,10,33.576456,-112.2582187,,No Contact,,,,,,,,,,Y
11/19/2017,2017,8.47E-02,No Contact,I10,149,33.4356974,-112.0378019,,No Contact,,,,,,,,,,Y
11/22/2017,2017,2.78E-03,No Contact,SR87,182,33.5036159,-111.7905133,,No Contact,,,,,,,,,,Y
11/23/2017,2017,0.804861111,No Contact,SR303,115,33.621628,-112.4184292,,No Contact,,,,,,,,,,Y
11/24/2017,2017,6.32E-02,No Contact,SR51,12,33.6321761,-112.0045188,,No Contact,,,,,,,,,,Y
11/24/2017,2017,0.497916667,No Contact,I19,39,31.845178,-110.9954369,,No Contact,,,,,,,,,,Y
11/26/2017,2017,0.163194444,No Contact,SR101,28,33.6714639,-112.0345188,,No Contact,,,,,,,,,,Y
11/27/2017,2017,0.600694444,No Contact,SR89,272,34.2070362,-112.8014801,,No Contact,,,,,,,,,,Y
11/27/2017,2017,0.984027778,Collision,I40,49,35.19573484,-114.0668096,69,Citation,,,Injury,0,1,2,69,,,Y
11/28/2017,2017,8.89E-02,No Contact,SR87,186,33.5312897,-111.7304329,,No Contact,,,,,,,,,,Y
11/28/2017,2017,0.5625,No Contact,SR87,249,34.1922195,-111.3297521,,No Contact,,,,,,,,,,Y
11/28/2017,2017,0.997222222,No Contact,I17,310,34.648145,-111.8024067,,No Contact,,,,,,,,,,Y
11/29/2017,2017,4.65E-02,Contact,I17,289,34.60107667,-111.8714817,32,Arrest,Impaired - Drugs,,,,,,32,,,Y
11/29/2017,2017,0.546527778,No Contact,SR89A,358,34.7439091,-111.969024,,No Contact,,,,,,,,,,Y
11/29/2017,2017,0.572916667,No Contact,SR85,140,33.2198184,-112.643762,,No Contact,,,,,,,,,,Y
11/30/2017,2017,0.150694444,Collision,SR202,5.1,33.4440512,-111.9690011,30,Arrest,Impaired - Alcohol,"Alcohol, drug",Injury,0,2,2,30,,,Y
11/30/2017,2017,0.522916667,No Contact,SR87,196,33.60603833,-111.5807783,,No Contact,,,,,,,,,,Y
11/30/2017,2017,0.734722222,No Contact,SR101,57,33.3572481,-111.8942473,,No Contact,,,,,,,,,,Y
12/1/2017,2017,7.15E-02,No Contact,SR87,201,33.64785013,-111.5310538,,No Contact,,,,,,,,,,Y
12/1/2017,2017,0.315277778,No Contact,SR87,196,33.5941317,-111.5940518,,No Contact,,,,,,,,,,Y
12/1/2017,2017,0.599305556,No Contact,I17,214,33.6550085,-112.1142917,,No Contact,,,,,,,,,,Y
12/1/2017,2017,0.64375,No Contact,SR85,150,33.3632183,-112.6251409,,No Contact,,,,,,,,,,Y
12/2/2017,2017,0.15625,No Contact,SR101,54,33.51977167,-111.88749,,No Contact,,,,,,,,,,Y
12/3/2017,2017,0.450694444,No Contact,SR101,40,33.5977872,-111.8913481,,No Contact,,,,,,,,,,Y
12/3/2017,2017,0.772916667,Contact,SR347,178,33.1183934,-112.0200516,69,Citation,,,,,,,69,,,Y
12/3/2017,2017,0.884722222,Contact,I40,250,35.0448953,-110.7590632,52,Warning,Not Familiar With Area,,,,,,52,,,Y
12/3/2017,2017,0.947916667,No Contact,I10,140,33.4624145,-112.1631479,,No Contact,,,,,,,,,,Y
12/3/2017,2017,0.968055556,No Contact,SR101,8,33.54914469,-112.2689578,,No Contact,,,,,,,,,,Y
12/4/2017,2017,0.10625,Contact,I10,153,33.41065333,-111.9852783,32,Arrest,Impaired - Alcohol,,,,,,32,,,Y
12/5/2017,2017,9.51E-02,Contact,US60,202,33.3576721,-111.4677891,24,Arrest,Impaired - Alcohol,,,,,,24,,,Y
12/5/2017,2017,0.804166667,No Contact,I19,69,31.75998333,-111.039065,,No Contact,,,,,,,,,,Y
12/5/2017,2017,0.94375,No Contact,US60,115,33.9230725,-112.681858,,No Contact,,,,,,,,,,Y
12/6/2017,2017,0.448611111,No Contact,I40,71,35.1614693,-113.7133711,,No Contact,,,,,,,,,,Y
12/7/2017,2017,3.61E-02,Collision,I40,34,34.99474851,-114.1380546,27,Citation,,,Injury,0,1,2,27,,,Y
12/7/2017,2017,0.595138889,Contact,I17,220,33.75626,-112.1108733,61,Citation,Intentional,,,,,,61,,,Y
12/8/2017,2017,0.870138889,No Contact,I17,205,33.5398153,-112.1122119,,No Contact,,,,,,,,,,Y
12/9/2017,2017,9.03E-02,No Contact,SR101,22,33.6687652,-112.086297,,No Contact,,,,,,,,,,Y
12/9/2017,2017,0.360416667,Contact,I8,3,32.692193,-114.5976456,30,Citation,Intentional,,,,,,30,,,Y
12/9/2017,2017,0.372916667,No Contact,I10,145,33.4617899,-112.0769635,,No Contact,,,,,,,,,,Y
12/9/2017,2017,0.781944444,No Contact,US60,194,33.3864976,-111.5877779,,No Contact,,,,,,,,,,Y
12/10/2017,2017,0.120833333,No Contact,I10,183,33.0304501,-111.7745278,,No Contact,,,,,,,,,,Y
12/15/2017,2017,0.720833333,Contact,I17,256,34.237055,-112.1117683,24,Arrest,Impaired - Drugs,Marijuana,,,,,24,,,Y
12/16/2017,2017,0.2125,No Contact,SR87,190,33.5755679,-111.6916551,,No Contact,,,,,,,,,,Y
12/16/2017,2017,0.451388889,No Contact,US60,121,33.8542145,-112.6230611,,No Contact,,,,,,,,,,Y
12/16/2017,2017,0.892361111,No Contact,I10,151,33.4168299,-112.0166712,,No Contact,,,,,,,,,,Y
12/17/2017,2017,6.39E-02,No Contact,SR101,7,33.5505411,-112.2674548,,No Contact,,,,,,,,,,Y
12/18/2017,2017,0.118055556,No Contact,SR143,0,33.42357333,-112.0484517,,No Contact,,,,,,,,,,
12/19/2017,2017,1.53E-02,No Contact,I10,129,33.4577964,-112.3530719,,No Contact,,,,,,,,,,Y
12/19/2017,2017,0.618055556,No Contact,I40,189,35.2053636,-111.7685518,,No Contact,,,,,,,,,,Y
12/19/2017,2017,0.870138889,Contact,SR347,189,33.2152691,-111.9900516,84,Warning,Elderly,,,,,,84,,,Y
12/19/2017,2017,0.9625,No Contact,I8,151,32.8346991,-112.1450481,,No Contact,,,,,,,,,,Y
12/20/2017,2017,0.213194444,No Contact,SR347,171,33.02185,-112.0479719,,No Contact,,,,,,,,,,Y
12/22/2017,2017,21:05,No Contact,SR202,6,33.4367059,-111.9560121,,No Contact,,,,,,,,,,Y
12/24/2017,2017,22:41,Contact,SR101,53,33.4158559,-111.8914971,81,Other Agency,Impaired - Alcohol,,,,,,81,,,Y
12/25/2017,2017,4:40,Contact,I17,204,33.5398153,-112.1122119,24,Arrest,Impaired - Alcohol,,,,,,24,,,Y
12/25/2017,2017,23:55,Contact,I10,293,31.97094117,-110.4876299,29,Arrest,Impaired - Alcohol,,,,,,29,,,Y
12/26/2017,2017,8:56,No Contact,I40,53,35.2170233,-114.0123176,,No Contact,,,,,,,,,,Y
12/28/2017,2017,18:13,No Contact,SR89A,361,34.7743503,-111.9312203,,No Contact,,,,,,,,,,Y
12/28/2017,2017,20:51,No Contact,SR101,33,33.6639123,-111.950781,,No Contact,,,,,,,,,,Y
12/29/2017,2017,15:41,No Contact,I40,198,35.1894411,-111.6263093,,No Contact,,,,,,,,,,Y
12/30/2017,2017,12:02,No Contact,SR87,243,34.1314917,-111.3326398,,No Contact,,,,,,,,,,Y
12/30/2017,2017,20:02,No Contact,SR24,1,33.31833833,-111.6357333,,No Contact,,,,,,,,,,
12/31/2017,2017,2:44,No Contact,SR202,5,33.46109667,-112.013395,,No Contact,,,,,,,,,,Y
12/31/2017,2017,22:02,No Contact,US60,140,33.6658661,-112.3853581,,No Contact,,,,,,,,,,Y
1/1/2018,2018,0:41,No Contact,I10,148,33.42354333,-112.0492017,,No Contact,,,,,,,,,,
1/1/2018,2018,0.219444444,Contact,I10,259,32.19975833,-110.98052,42,Arrest,Impaired - Alcohol,,,,,,42,,,Y
1/1/2018,2018,0.248611111,Contact,Valencia,Swan,32.13424857,-110.9094741,20,Citation,Not Familiar With Area,,,,,,20,,,
1/1/2018,2018,7:01,No Contact,SR347,179,33.1315657,-112.013434,,No Contact,,,,,,,,,,Y
1/1/2018,2018,0.634722222,No Contact,I10,240,32.4287871,-111.1694843,,Other Agency,,,,,,,,,,Y
1/1/2018,2018,0.759722222,Contact,SR101,9.3,33.56632584,-112.2579016,81,FI Only,Elderly,,,,,,81,,,Y
1/1/2018,2018,0.818055556,Contact,SR88,195,33.4026836,-111.5460723,73,Arrest,Impaired - Alcohol,alcohol,,,,,74,,,Y
1/2/2018,2018,0.225,No Contact,I8,17,32.6703404,-114.4141673,,Other Agency,Elderly,,,,,,,,,Y
1/2/2018,2018,0.845833333,No Contact,SR87,223,33.9244763,-111.4506118,,No Contact,,,,,,,,,,Y
1/2/2018,2018,0.871527778,Contact,Baseline,192.4,33.37917167,-111.6243317,64,Citation,Not Familiar With Area,,,,,,64,,,
1/2/2018,2018,0.963194444,Collision,I40,277,34.95164607,-110.3080657,28,Deceased,Impaired - Alcohol,Alcohol/THC,Fatal,4,0,2,28,,,Y
1/4/2018,2018,5:22,No Contact,I17,296,34.6654024,-111.7835461,,No Contact,,,,,,,,,,Y
1/5/2018,2018,2:52,No Contact,I10,149,33.4356974,-112.0378019,,No Contact,,,,,,,,,,Y
1/6/2018,2018,0.670833333,Contact,Jefferson,18,33.44699804,-112.0980771,35,Warning,Not Familiar With Area,,,,,,35,,Y,
1/8/2018,2018,5.56E-03,Contact,I17,202,33.4817804,-112.1129969,36,Arrest,Impaired - Drugs,"Methadone, morphine, codeine",,,,,36,,,Y
1/9/2018,2018,0.58125,Contact,SR303,112,33.58140833,-112.4174633,41,Citation,Not Familiar With Area,,,,,,41,,,Y
1/9/2018,2018,18:40,No Contact,US60,185,33.3863486,-111.743399,,No Contact,,,,,,,,,,Y
1/10/2018,2018,0.103472222,Contact,I17,203,33.5107836,-112.11252,25,Arrest,Impaired - Alcohol,,,,,,,,,Y
1/10/2018,2018,12:29,No Contact,SR85,152,33.3923074,-112.6253472,,No Contact,,,,,,,,,,Y
1/10/2018,2018,13:32,No Contact,SR87,198,33.62878333,-111.5607267,,No Contact,,,,,,,,,,Y
1/10/2018,2018,0.715972222,Collision,I10,161,33.29760583,-111.9754388,75,Citation,Elderly,,Non-Injury,0,0,1,75,,,Y
1/10/2018,2018,0.823611111,Contact,SR202,38,33.3284226,-111.7103622,30,Arrest,Impaired - Alcohol,pending,,,,,,,,Y
1/11/2018,2018,13:05,No Contact,US60,120,33.965085,-112.71917,,No Contact,,,,,,,,,,Y
1/11/2018,2018,22:03,No Contact,SR101,29,33.6728733,-112.017416,,No Contact,,,,,,,,,,Y
1/12/2018,2018,0.4,Contact,Jefferson,17 ave,33.44717333,-112.0987933,35,Warning,Not Familiar With Area,,,,,,35,,Y,
1/12/2018,2018,0.510416667,Contact,Jefferson,9 ave,33.44709394,-112.0850842,40,Warning,Not Familiar With Area,,,,,,40,,Y,
1/12/2018,2018,0.652777778,Collision,SR177,160,33.20603593,-111.0590268,49,,Medical Issue,,Injury,0,4,2,49,,,Y
1/14/2018,2018,0.611111111,Contact,Jefferson,12 ave,33.4467,-112.08974,42,Arrest,Impaired - Alcohol,,,,,,42,,Y,
1/15/2018,2018,5:42,No Contact,I17,215,33.6692923,-112.1131745,,No Contact,,,,,,,,,,Y
1/17/2018,2018,0.576388889,Collision,I17,214,33.6550085,-112.1142917,41,Arrest,Hit and Run,,Non-Injury,0,0,1,41,,,Y
1/20/2018,2018,5.63E-02,Contact,Broadway,6 ave,32.22772833,-110.97243,54,Warning,Not Familiar With Area,,,,,,54,,,
1/20/2018,2018,0.583333333,No Contact,SR347,171,33.02185,-112.0479719,,No Contact,,,,,,,,,,Y
1/20/2018,2018,0.823611111,No Contact,SR347,164,32.9201901,-442.0494043,,No Contact,,,,,,,,,,
1/20/2018,2018,0.920833333,Contact,SR69,266,34.3573287,-112.1683331,61,Warning,Not Familiar With Area,,,,,,61,,,Y
1/21/2018,2018,0.1875,Collision,SR202,36,33.32825028,-111.6861919,34,Arrest,Impaired - Alcohol,,Non-Injury,0,0,1,34,,,Y
1/21/2018,2018,0.935416667,No Contact,I10,261,32.18801748,-110.9719574,,No Contact,,,,,,,,,,Y
1/23/2018,2018,0.59375,Contact,SR89,313,34.5519797,-112.450108,83,Warning,Elderly,,,,,,83,,,Y
1/24/2018,2018,0.846527778,Contact,SR66,San Francisco,35.1712611,-111.662715,42,Warning,Not Familiar With Area,,,,,,42,,,Y
1/25/2018,2018,0.445138889,No Contact,I10,259,32.2118137,-110.9794399,,No Contact,,,,,,,,,,Y
1/26/2018,2018,2.29E-02,Contact,I10,127,33.4447846,-112.5566438,77,Citation,Elderly,,,,,,77,,,Y
1/26/2018,2018,0.497222222,Contact,Jefferson,15 Ave,33.44705,-112.0904733,19,Warning,Not Familiar With Area,,,,,,19,,Y,
1/30/2018,2018,5.56E-02,Contact,SR202,29,33.422925,-111.6589833,51,FI Only,Medical,,,,,,51,,,
1/31/2018,2018,8.40E-02,Contact,I10,333,32.1651406,-109.9437442,22,Arrest,Medical,,,,,,22,,,Y
1/31/2018,2018,0.281944444,Contact,SR347,174,33.06979667,-112.0457683,68,Citation,Elderly,no impairment,,,,,68,,,Y
2/1/2018,2018,0.386111111,Contact,SR101,10,33.56286,-112.25658,48,Citation,Cause,,,,,,48,,,Y
2/1/2018,2018,0.85625,Contact,I10,255,32.22173667,-110.9776,60,Citation,Elderly,,,,,,60,,,
2/2/2018,2018,0.120138889,Collision,SR101,56.3,33.3867898,-111.8913138,26,Arrest,Impaired - Alcohol,pending,Injury,0,2,2,26,,,Y
2/2/2018,2018,0.877083333,Collision,SR260,324.3,34.36727248,-110.3702049,54,Arrest,Impaired - Alcohol,alcohol,Injury,0,5,2,54,,,Y
2/3/2018,2018,9.31E-02,Contact,I40,192,35.1832073,-111.702845,22,Arrest,Impaired - Alcohol,alcohol,,,,,22,,,Y
2/3/2018,2018,0.390277778,No Contact,I17,211,33.48231333,-112.3724767,,,,,,,,,,,,
2/3/2018,2018,0.435416667,Contact,12TH AVE,JEFFERSON,33.44703,-112.0876783,51,Warning,Not Familiar With Area,no impairment,,,,,51,,Y,
2/4/2018,2018,0.254861111,Contact,US89,450,35.6492855,-111.5163702,65,FI Only,Fatigue,,,,,,65,,,Y
2/4/2018,2018,0.256944444,No Contact,I17,286,34.565385,-111.8637383,,No Contact,,,,,,,,,,
2/4/2018,2018,0.794444444,Contact,I10,355,32.2508035,-109.1505873,23,Arrest,Impaired - Drugs,Methamphetamine,,,,,23,,,Y
2/4/2018,2018,0.814583333,No Contact,SR72,22,33.93312167,-114.0067083,,No Contact,,,,,,,,,,Y
2/4/2018,2018,0.849305556,No Contact,I17,219.1,33.7269147,-112.1202562,,No Contact,,,,,,,,,,Y
2/4/2018,2018,0.864583333,No Contact,US66,60,35.2549989,-113.9747029,,No Contact,,,,,,,,,,Y
2/5/2018,2018,0.127777778,Contact,I10,112.8,33.4278,-112.6109933,62,FI Only,Elderly,No impairment,,,,,62,,,Y
2/5/2018,2018,0.135416667,No Contact,I40,50,35.2060855,-114.0613227,,No Contact,,,,,,,,,,Y
2/5/2018,2018,0.394444444,Contact,I10,251,32.305943,-111.039931,64,Citation,Cause,No impairment,,,,,64,,,Y
2/5/2018,2018,0.527777778,No Contact,SR87,201,33.62729167,-111.5588217,,No Contact,,,,,,,,,,Y
2/5/2018,2018,0.805555556,No Contact,I17,223,33.798374,-112.1356516,,No Contact,,,,,,,,,,Y
2/6/2018,2018,0.329166667,No Contact,I10,185,33.0067411,-111.7561702,,No Contact,,,,,,,,,,Y
2/6/2018,2018,16:06,Contact,B10,306,31.967125,-110.2922717,51,Citation,Elderly,,,,,,51,,,Y
2/6/2018,2018,0.814583333,No Contact,I17,341,35.1759274,-111.6614701,,No Contact,,,,,,,,,,Y
2/6/2018,2018,0.850694444,No Contact,SR101,8,33.57957667,-112.29894,,No Contact,,,,,,,,,,
2/7/2018,2018,6.04E-02,No Contact,I17,337,35.1342366,-111.6850146,,No Contact,,,,,,,,,,Y
2/7/2018,2018,0.802083333,No Contact,SR89A,363,34.8118619,-111.9062737,,No Contact,,,,,,,,,,Y
2/8/2018,2018,0.958333333,Contact,ADAMS,18TH AVE,33.44883,-112.09884,29,Arrest,Not Familiar With Area,,,,,,29,,Y,
2/9/2018,2018,4:48,No Contact,I40,277,34.9532106,-110.3118696,,,,,,,,,,,,Y
2/9/2018,2018,14:19,No Contact,I17,310,34.7856204,-111.5986927,,,,,,,,,,,,Y
2/9/2018,2018,0.872222222,Contact,SR202,14,33.48249111,-111.7555625,50,Arrest,Impaired - Alcohol,alcohol,,,,,50,,,Y
2/10/2018,2018,0.102777778,Contact,CONGRESS,GRANADA,32.231805,-110.9708017,31,Arrest,Impaired - Alcohol,Alcohol,,,,,31,,,
2/10/2018,2018,0.429166667,No Contact,I15,11,36.9068792,-113.8918303,,No Contact,,,,,,,,,,Y
2/10/2018,2018,0.617361111,Contact,JEFFERSON ST,19th Ave,33.44698818,-112.1002694,37,Citation,Not Familiar With Area,,,,,,37,,Y,
2/11/2018,2018,7:40,No Contact,SR89A,369,34.8461419,-111.8389282,,,,,,,,,,,,Y
2/11/2018,2018,0.871527778,No Contact,SR195,10,32.4953534,-114.632533,,No Contact,,,,,,,,,,Y
2/12/2018,2018,0.765277778,Contact,17th Ave,Madison,33.44699466,-112.0953717,58,Warning,Not Familiar With Area,,,,,,58,,Y,
2/12/2018,2018,0.983333333,Contact,I10,257,32.2404072,-110.985539,,FI Only,Not Familiar With Area,,,,,,,,,Y
2/13/2018,2018,9:10,Contact,US60,214,33.2594843,-111.2891637,,FI Only,Elderly,,,,,,,,,Y
2/13/2018,2018,0.584722222,No Contact,US60,120.1,33.8750243,-112.64728,,No Contact,,,,,,,,,,Y
2/14/2018,2018,14:26,Collision,I10,44,33.6753027,-114.129771,48,Deceased,Flight From LE,,Fatal,1,1,2,48,,,Y
2/14/2018,2018,0.713888889,No Contact,US60,176.5,33.30584333,-111.9753533,,No Contact,,,,,,,,,,
2/14/2018,2018,20:02,No Contact,77,87,33.66546833,-112.2290865,,No Contact,,,,,,,,,,Y
2/15/2018,2018,0.234027778,No Contact,SR51,1,33.4722923,-112.0384894,,No Contact,,,,,,,,,,Y
2/15/2018,2018,0.272222222,No Contact,SR87,200,33.6356712,-111.5470463,,No Contact,,,,,,,,,,Y
2/15/2018,2018,0.963194444,Collision,SR101,17,33.66546833,-112.2290865,22,Arrest,Impaired - Alcohol,Alcohol,Non-Injury,0,0,1,22,,,Y
2/16/2018,2018,0.6125,Contact,Jefferson,20th Ave,33.44699,-112.1016783,20,Citation,Not Familiar With Area,,,,,,20,,Y,
2/16/2018,2018,0.797222222,Contact,I10,3,33.6109939,-114.4807335,21,FI Only,Intentional,,,,,,21,,,Y
2/16/2018,2018,0.970138889,No Contact,I10,257,32.2117679,-110.979778,,,,,,,,,,,,Y
2/17/2018,2018,1:23,No Contact,SR101,56,35.2068132,-114.0971096,,,,,,,,,,,,Y
2/17/2018,2018,0.935416667,Collision,I10,353,32.36036002,-109.6665511,54,Long Form,Impaired - Alcohol,Alcohol,Injury,0,3,2,54,,,Y
2/17/2018,2018,0.982638889,Contact,I15,24,36.9739238,-113.7046306,34,FI Only,Intentional,,,,,,34,,,Y
2/18/2018,2018,2.08E-02,Contact,US93,69,35.2068132,-114.0971096,78,Self Correct,"Elderly, Not Familiar with Area",,,,,,78,,,Y
2/18/2018,2018,0.148611111,Collision,SR202,49,33.2887051,-111.8821407,25,Arrest,Impaired - Alcohol,Alcohol,Injury,0,2,3,25,,,Y
2/18/2018,2018,7:42,No Contact,US60,219,33.2746619,-111.2263103,,,,,,,,,,,,Y
2/18/2018,2018,8:18,No Contact,SR87,204,33.67801833,-111.5020883,,No Contact,,,,,,,,,,Y
2/18/2018,2018,0.789583333,Contact,Jefferson,19th Ave,33.44699,-112.1016783,,Warning,Cause,,,,,,,,Y,
2/19/2018,2018,0.126388889,Contact,SR202,59,33.423895,-112.0485517,29,Arrest,Impaired - Alcohol,Alcohol,,,,,29,,,
2/19/2018,2018,0.7375,Contact,I40,201,35.21958833,-111.5845467,41,Citation,Not Familiar With Area,,,,,,41,,,Y
2/19/2018,2018,0.976388889,Contact,MCDOWELL,51ST,33.465972,-112.169044,,,Not Familiar With Area,,,,,,,,,
2/20/2018,2018,1.94E-02,No Contact,SR347,174,35.3129479,-112.8604375,,,,,,,,,,,,Y
2/20/2018,2018,0.413194444,No Contact,SR202,29,35.2164217,-111.5839906,,No Contact,,,,,,,,,,Y
2/21/2018,2018,0.500694444,Contact,I40,123,35.3129479,-112.8604375,48,Citation,Not Familiar With Area,,,,,,48,,,Y
2/21/2018,2018,0.595138889,No Contact,I17,Anthem,33.3865118,-111.7260956,,No Contact,,,,,,,,,,Y
2/21/2018,2018,21:45,No Contact,SR347,162,33.44921433,-112.0979441,,,,,,,,,,,Y,
2/22/2018,2018,0.428472222,No Contact,SR80,356,35.2164217,-111.5839906,,,,,,,,,,,,Y
2/22/2018,2018,0.691666667,No Contact,US60,PERALTA,33.57396167,-112.3271967,,,,,,,,,,,,
2/22/2018,2018,0.81875,Contact,I40,201 on ramp,35.2164217,-111.5839906,74,Self Correct,Elderly,,,,,,74,,,Y
2/23/2018,2018,11:50,Contact,JEFFERSON,19TH AVE,33.44698818,-112.1002694,,Warning,Not Familiar With Area,,,,,,,,Y,
2/23/2018,2018,12:50,Contact,ADAMS,18TH AVE,33.44921433,-112.0979441,64,Warning,Not Familiar With Area,,,,,,64,,Y,
2/23/2018,2018,0.904861111,Contact,US60,186.4,33.3865118,-111.7260956,,Warning,Elderly,,,,,,,,,Y
2/24/2018,2018,0.555555556,Contact,WASHINGTON,7TH AVE,33.44840167,-112.0836217,,Warning,Not Familiar With Area,,,,,,,,Y,
2/25/2018,2018,4.65E-02,Collision,US89,420,35.24176,-111.568675,21,Arrest,Impaired - Alcohol,Ethanol/drugs,Injury,0,2,2,21,,,Y
2/25/2018,2018,0.127777778,No Contact,SR303,134,33.44713333,-112.0878933,,No Contact,,,,,,,,,Y,
2/25/2018,2018,0.134027778,Contact,SR101,6.5,33.57396167,-112.3271967,25,Arrest,Impaired - Alcohol,Alcohol,,,,,25,,,
2/25/2018,2018,0.193055556,No Contact,I10,146,33.44713333,-112.0878933,,No Contact,,,,,,,,,Y,
2/25/2018,2018,0.40625,No Contact,I40,53,33.57396167,-112.3271967,,No Contact,,,,,,,,,,
2/25/2018,2018,0.534722222,Contact,JEFFERSON,12TH AVE,33.44713333,-112.0878933,,Warning,Not Familiar With Area,,,,,,,,Y,
2/26/2018,2018,0.561805556,No Contact,US60,129,33.76693419,-112.514382,,No Contact,,,,,,,,,,Y
2/26/2018,2018,0.5875,No Contact,I8,176,32.857805,-111.6871233,,No Contact,,,,,,,,,,Y
2/26/2018,2018,0.595138889,No Contact,SR87,243,34.1314917,-111.3326398,,No Contact,,,,,,,,,,Y
2/26/2018,2018,0.623611111,No Contact,SR87,199,33.78457833,-111.492795,,No Contact,,,,,,,,,,Y
2/28/2018,2018,16:23,Contact,Jefferson,14TH AVE,33.44704529,-112.0910605,24,Warning,Not Familiar With Area,,,,,,24,,Y,
2/28/2018,2018,0.822916667,Contact,I8,3,32.68986624,-114.5822301,65,Citation,Not Familiar With Area,,,,,,65,,,Y
3/2/2018,2018,0.381944444,Collision,I10,207.8,32.7585014,-111.5896515,38,Arrest,Impaired - Drugs,Impaired-Alcohol,Non-Injury,0,0,1,38,,,Y
3/4/2018,2018,0.988194444,Collision,I40,67,35.17280906,-113.7804898,,No Contact,Hit and Run,,Non-Injury,0,0,2,,,,Y
3/6/2018,2018,0.971527778,Contact,I8,7,32.6889214,-114.581047,68,Citation,Not Familiar With Area,,,,,,68,,,Y
3/6/2018,2018,0.993055556,Contact,SR87,200,33.64168308,-111.5390978,21,Arrest,Impaired - Alcohol,,,,,,21,,,Y
3/9/2018,2018,0:15,Contact,US60,173.7,33.4070897,-111.9704392,23,Arrest,Impaired - Alcohol,drug/alcohol,,,,,23,,,Y
3/9/2018,2018,0.277777778,Collision,I10,52.4,33.61288161,-113.6471564,59,Citation,Medical Issue,,Injury,0,2,2,59,,,Y
3/10/2018,2018,0.163888889,Contact,SR51,13,33.63968032,-112.0026886,23,Arrest,Impaired - Alcohol,,,,,,23,,,Y
3/11/2018,2018,0.722916667,Contact,I10,64.1,33.58337381,-113.4466529,52,Arrest,Impaired - Alcohol,Alcohol,,,,,52,,,Y
3/12/2018,2018,0.925,Contact,I17,200.9,33.4672159,-112.1105732,34,Arrest,Impaired - Alcohol,Alcohol,,,,,34,,,Y
3/13/2018,2018,0.476388889,Contact,SR101,27,33.66903167,-112.0496183,20,Citation,Intentional,,,,,,20,,,Y
3/13/2018,2018,0.65625,Contact,SR101,56.6,33.3645672,-111.8934361,72,Citation,Elderly,,,,,,72,,,Y
3/13/2018,2018,0.902083333,No Contact,SR101,14.6,33.6416471,-112.2362515,,No Contact,,,,,,,,,,Y
3/14/2018,2018,0.959722222,No Contact,I8,120,32.9230377,-112.6617758,,No Contact,,,,,,,,,,Y
3/17/2018,2018,6.25E-02,Collision,SR202,8,33.43611119,-111.90884,25,Deceased,Impaired - Alcohol,Alcohol,Fatal,1,1,2,25,,,Y
3/17/2018,2018,0.768055556,No Contact,I10,252,32.2990408,-111.0345871,,No Contact,,,,,,,,,,Y
3/18/2018,2018,2.01E-02,Contact,SR202,50,33.2887051,-111.8821407,81,Other Agency,Elderly,,,,,,81,,,Y
3/18/2018,2018,0.140972222,Contact,SR101,20,33.626064,-112.1167188,42,Arrest,Impaired - Alcohol,,,,,,42,,,Y
3/18/2018,2018,0.320833333,No Contact,SR101,6,33.52208371,-112.2692215,,No Contact,Elderly,,,,,,,,,Y
3/18/2018,2018,0.634027778,No Contact,SR260,269,34.3253462,-111.0856892,,No Contact,,,,,,,,,,Y
3/19/2018,2018,0.270833333,No Contact,US95,18,32.6427983,-114.6500483,,No Contact,,,,,,,,,,Y
3/21/2018,2018,0.143055556,No Contact,US60,178,33.3859074,-111.8644993,,No Contact,,,,,,,,,,Y
3/21/2018,2018,0.145833333,No Contact,I10,150,33.4268109,-112.0308175,,No Contact,,,,,,,,,,Y
3/21/2018,2018,0.224305556,Contact,I8,1,32.7160338,-114.6118205,75,Citation,"Not Familiar With Area, Elderly",,,,,,75,,,Y
3/21/2018,2018,0.403472222,No Contact,US93,183,34.1225765,-112.9493434,,No Contact,,,,,,,,,,Y
3/21/2018,2018,0.738194444,Contact,I19,8,31.4341496,-110.9657119,71,FI Only,Elderly,,,,,,71,,,Y
3/21/2018,2018,0.798611111,No Contact,I40,198,35.1894411,-111.6263093,,No Contact,,,,,,,,,,Y
3/22/2018,2018,0.436111111,Contact,JEFFERSON,7TH AVE,33.44710892,-112.0827338,50,Citation,Not Familiar With Area,,,,,,50,,Y,
3/24/2018,2018,0.452083333,Collision,I10,31,33.66128284,-114.0047696,49,Arrest,Impaired - Alcohol,Alcohol,Fatal,3,1,2,49,,,Y
3/24/2018,2018,0.65,Contact,I10,265,32.1579213,-110.9097683,65,Citation,Intentional,,,,,,65,,,Y
